job_id,job_title,skills,years_exp_num,experience_level,company,mandatory_qualification
T-8453,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",14,Senior,Unknown,Bachelors
T-8454,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-8455,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",15,Senior,Unknown,NET/SET
T-8456,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",11,Senior,Unknown,Bachelors
T-8457,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",10,Mid-Senior level,Unknown,B.Ed
T-8458,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",8,Mid-Senior level,Unknown,Bachelors
T-8459,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",13,Senior,Unknown,Bachelors
T-8460,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",10,Mid-Senior level,Unknown,NET/SET
T-8461,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8462,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-8463,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-8464,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",14,Senior,Unknown,PhD
T-8465,Teacher - Biology,"biology, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-8466,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",5,Mid-level,Unknown,PhD
T-8467,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",12,Senior,Unknown,Bachelors
T-8468,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",12,Senior,Unknown,Bachelors
T-8469,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-8470,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",14,Senior,Unknown,PhD
T-8471,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-8472,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",10,Mid-Senior level,Unknown,PhD
T-8473,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8474,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8475,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-8476,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",12,Senior,Unknown,Bachelors
T-8477,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",9,Mid-Senior level,Unknown,B.Ed
T-8478,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",6,Mid-Senior level,Unknown,Bachelors
T-8479,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",9,Mid-Senior level,Unknown,Bachelors
T-8480,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",13,Senior,Unknown,Bachelors
T-8481,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",9,Mid-Senior level,Unknown,B.Ed
T-8482,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-8483,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",5,Mid-level,Unknown,B.Ed
T-8484,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8485,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",13,Senior,Unknown,PhD
T-8486,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-8487,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",10,Mid-Senior level,Unknown,PhD
T-8488,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-8489,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",15,Senior,Unknown,Bachelors
T-8490,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",9,Mid-Senior level,Unknown,Bachelors
T-8491,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",8,Mid-Senior level,Unknown,NET/SET
T-8492,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-8493,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",10,Mid-Senior level,Unknown,NET/SET
T-8494,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",11,Senior,Unknown,PhD
T-8495,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-8496,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",4,Mid-level,Unknown,PhD
T-8497,Teacher - History,"history, curriculum development, lesson planning, student assessment, classroom management, b.ed",4,Mid-level,Unknown,B.Ed
T-8498,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",4,Mid-level,Unknown,B.Ed
T-8499,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",14,Senior,Unknown,NET/SET
T-8500,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",4,Mid-level,Unknown,PhD
T-8501,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-8502,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-8503,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",12,Senior,Unknown,PhD
T-8504,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",6,Mid-Senior level,Unknown,PhD
T-8505,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",10,Mid-Senior level,Unknown,PhD
T-8506,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",14,Senior,Unknown,B.Ed
T-8507,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",11,Senior,Unknown,Bachelors
T-8508,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",9,Mid-Senior level,Unknown,PhD
T-8509,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",15,Senior,Unknown,B.Ed
T-8510,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8511,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",4,Mid-level,Unknown,NET/SET
T-8512,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",11,Senior,Unknown,Bachelors
T-8513,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",13,Senior,Unknown,Bachelors
T-8514,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",6,Mid-Senior level,Unknown,PhD
T-8515,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",11,Senior,Unknown,PhD
T-8516,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",15,Senior,Unknown,B.Ed
T-8517,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",7,Mid-Senior level,Unknown,B.Ed
T-8518,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",11,Senior,Unknown,Bachelors
T-8519,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",14,Senior,Unknown,NET/SET
T-8520,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",4,Mid-level,Unknown,B.Ed
T-8521,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",6,Mid-Senior level,Unknown,Bachelors
T-8522,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",9,Mid-Senior level,Unknown,PhD
T-8523,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-8524,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",5,Mid-level,Unknown,NET/SET
T-8525,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",14,Senior,Unknown,B.Ed
T-8526,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",4,Mid-level,Unknown,NET/SET
T-8527,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",13,Senior,Unknown,PhD
T-8528,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",6,Mid-Senior level,Unknown,Bachelors
T-8529,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",7,Mid-Senior level,Unknown,Bachelors
T-8530,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",14,Senior,Unknown,PhD
T-8531,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",8,Mid-Senior level,Unknown,NET/SET
T-8532,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-8533,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-8534,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",14,Senior,Unknown,Bachelors
T-8535,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",5,Mid-level,Unknown,B.Ed
T-8536,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-8537,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",10,Mid-Senior level,Unknown,PhD
T-8538,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",12,Senior,Unknown,PhD
T-8539,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",13,Senior,Unknown,Bachelors
T-8540,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",5,Mid-level,Unknown,PhD
T-8541,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",10,Mid-Senior level,Unknown,Bachelors
T-8542,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",10,Mid-Senior level,Unknown,PhD
T-8543,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",14,Senior,Unknown,NET/SET
T-8544,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",10,Mid-Senior level,Unknown,NET/SET
T-8545,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",6,Mid-Senior level,Unknown,Bachelors
T-8546,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-8547,Teacher - History,"history, curriculum development, lesson planning, student assessment, classroom management, b.ed",10,Mid-Senior level,Unknown,B.Ed
T-8548,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",4,Mid-level,Unknown,PhD
T-8549,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8550,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",4,Mid-level,Unknown,NET/SET
T-8551,Teacher - History,"history, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-8552,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-8553,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-8554,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",10,Mid-Senior level,Unknown,NET/SET
T-8555,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-8556,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-8557,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-8558,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-8559,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",7,Mid-Senior level,Unknown,Bachelors
T-8560,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-8561,Teacher - Chemistry,"chemistry, pedagogy, educational technology, academic research, m.ed, net qualified",4,Mid-level,Unknown,NET/SET
T-8562,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",15,Senior,Unknown,B.Ed
T-8563,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",11,Senior,Unknown,PhD
T-8564,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",6,Mid-Senior level,Unknown,PhD
T-8565,Teacher - History,"history, curriculum development, lesson planning, student assessment, classroom management, b.ed",9,Mid-Senior level,Unknown,B.Ed
T-8566,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",7,Mid-Senior level,Unknown,B.Ed
T-8567,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",12,Senior,Unknown,PhD
T-8568,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",10,Mid-Senior level,Unknown,PhD
T-8569,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",12,Senior,Unknown,PhD
T-8570,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8571,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",6,Mid-Senior level,Unknown,PhD
T-8572,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",4,Mid-level,Unknown,B.Ed
T-8573,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-8574,Teacher - Biology,"biology, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-8575,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",9,Mid-Senior level,Unknown,NET/SET
T-8576,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",11,Senior,Unknown,Bachelors
T-8577,Teacher - Chemistry,"chemistry, pedagogy, educational technology, academic research, m.ed, net qualified",14,Senior,Unknown,NET/SET
T-8578,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",7,Mid-Senior level,Unknown,Bachelors
T-8579,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-8580,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-8581,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",7,Mid-Senior level,Unknown,NET/SET
T-8582,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-8583,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",7,Mid-Senior level,Unknown,Bachelors
T-8584,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",7,Mid-Senior level,Unknown,Bachelors
T-8585,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",7,Mid-Senior level,Unknown,Bachelors
T-8586,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-8587,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",5,Mid-level,Unknown,PhD
T-8588,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-8589,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",12,Senior,Unknown,PhD
T-8590,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",5,Mid-level,Unknown,B.Ed
T-8591,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",9,Mid-Senior level,Unknown,NET/SET
T-8592,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",5,Mid-level,Unknown,PhD
T-8593,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-8594,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-8595,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-8596,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",10,Mid-Senior level,Unknown,Bachelors
T-8597,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",10,Mid-Senior level,Unknown,NET/SET
T-8598,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",9,Mid-Senior level,Unknown,PhD
T-8599,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",13,Senior,Unknown,PhD
T-8600,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-8601,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",4,Mid-level,Unknown,PhD
T-8602,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-8603,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",6,Mid-Senior level,Unknown,Bachelors
T-8604,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-8605,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",4,Mid-level,Unknown,PhD
T-8606,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",8,Mid-Senior level,Unknown,NET/SET
T-8607,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-8608,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",7,Mid-Senior level,Unknown,B.Ed
T-8609,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",14,Senior,Unknown,NET/SET
T-8610,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",4,Mid-level,Unknown,NET/SET
T-8611,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",6,Mid-Senior level,Unknown,Bachelors
T-8612,Teacher - Biology,"biology, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-8613,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",10,Mid-Senior level,Unknown,Bachelors
T-8614,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8615,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-8616,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-8617,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-8618,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",6,Mid-Senior level,Unknown,PhD
T-8619,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-8620,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",6,Mid-Senior level,Unknown,PhD
T-8621,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",14,Senior,Unknown,NET/SET
T-8622,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",8,Mid-Senior level,Unknown,NET/SET
T-8623,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",7,Mid-Senior level,Unknown,B.Ed
T-8624,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",15,Senior,Unknown,B.Ed
T-8625,Teacher - Chemistry,"chemistry, pedagogy, educational technology, academic research, m.ed, net qualified",10,Mid-Senior level,Unknown,NET/SET
T-8626,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",10,Mid-Senior level,Unknown,B.Ed
T-8627,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-8628,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-8629,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",8,Mid-Senior level,Unknown,NET/SET
T-8630,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-8631,Teacher - History,"history, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8632,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",13,Senior,Unknown,PhD
T-8633,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",13,Senior,Unknown,Bachelors
T-8634,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",14,Senior,Unknown,NET/SET
T-8635,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",4,Mid-level,Unknown,B.Ed
T-8636,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-8637,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-8638,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",12,Senior,Unknown,NET/SET
T-8639,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",4,Mid-level,Unknown,NET/SET
T-8640,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",4,Mid-level,Unknown,B.Ed
T-8641,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",7,Mid-Senior level,Unknown,Bachelors
T-8642,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",7,Mid-Senior level,Unknown,Bachelors
T-8643,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",5,Mid-level,Unknown,PhD
T-8644,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",12,Senior,Unknown,NET/SET
T-8645,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-8646,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",5,Mid-level,Unknown,B.Ed
T-8647,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",12,Senior,Unknown,PhD
T-8648,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",9,Mid-Senior level,Unknown,PhD
T-8649,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",11,Senior,Unknown,PhD
T-8650,Teacher - Biology,"biology, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-8651,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-8652,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",5,Mid-level,Unknown,NET/SET
T-8653,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",5,Mid-level,Unknown,B.Ed
T-8654,Teacher - Chemistry,"chemistry, pedagogy, educational technology, academic research, m.ed, net qualified",12,Senior,Unknown,NET/SET
T-8655,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-8656,Teacher - Biology,"biology, pedagogy, educational technology, academic research, m.ed, net qualified",15,Senior,Unknown,NET/SET
T-8657,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",10,Mid-Senior level,Unknown,Bachelors
T-8658,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",14,Senior,Unknown,NET/SET
T-8659,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-8660,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-8661,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",5,Mid-level,Unknown,NET/SET
T-8662,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-8663,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",9,Mid-Senior level,Unknown,NET/SET
T-8664,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",13,Senior,Unknown,Bachelors
T-8665,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-8666,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8667,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",7,Mid-Senior level,Unknown,NET/SET
T-8668,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-8669,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",12,Senior,Unknown,PhD
T-8670,Teacher - Biology,"biology, pedagogy, educational technology, academic research, m.ed, net qualified",12,Senior,Unknown,NET/SET
T-8671,Teacher - History,"history, curriculum development, lesson planning, student assessment, classroom management, b.ed",9,Mid-Senior level,Unknown,B.Ed
